Discover Bolivia Travel Group,708221,"La Paz, Bolivia","Administración y Oficina,Turismo y Hotelería ",De Bs. 2.060 a Bs. 2.999 ,15 Febrero 2019,17 Marzo 2019,empresa operadora de turismo receptivo requiere profesional del rubro paraservicio al cliente  requisitos amplio conocimiento de la oferta turistica nacional  dominio absoluto del idioma ingles  para el puesto de servicio al cliente armado de cotizaciones y paquetes turisticos experiencia con clientes internacionales habilidad para organizar viajes grupales se valorara conocimiento de otros idiomas manejo de paquetes informaticos excel internet email sistemas de reservas gds experiencia y conocimiento general en el rubro las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Servicio al Cliente (Counter),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708221/Servicio-al-Cliente-(Counter).html?searchId=1546400657&page=1
SAIV Ltda.,722356,"Santa Cruz de la Sierra, Bolivia","Marketing y Ventas,Sociales y Humanidades ",No Declarado ,15 Febrero 2019,17 Marzo 2019,deseamos incorporar a nuestro equipo de trabajo un embajador de marcasede santa cruzobjetivo del puestorepresentar a la marca asignadas como embajador ante clientes consumidores actuales y potenciales medios de comunicacion personal interno en el marco de los lineamientos y estrategias definidas por la marca que representa y de los procedimientos de la compania principales responsabilidades disenar e implementar herramientas y actividades de capacitacion y entrenamiento acerca de los productos y marcas que representa tanto para clientes barstaff como para la fuerza de ventas implementar el ritual de servida aplicacion de marca seleccion de cocteleria y otros recursos en las cuentas clave identificar oportunidades de desarrollo de marca con clientes ejecutar yo asesorar en catas degustaciones y similares efectuar verificaciones yo auditorias en puntos de venta puntos de consumo y eventos requisitos licenciado o egresado de comunicacion social relaciones publicas marketing o carreras relacionadas un  ano de experiencia en trabajos que involucran relaciones publicas  un  ano de experiencia de trabajo en gestion de eventos  experiencia de trabajo como embajador de marca  conocimiento o cursos de bartender  cursos en logistica y gestion de eventos  ingles nivel intermedio disponibilidad para viajar nuestro candidato ideal es una persona extrovertida y emprendedora es habil para establecer relaciones de trabajo con los diferentes stakeholders es capaz de organizarse para trabajar en varios proyectos al mismo tiempo es apasionado por el rubro de las bebidas y ha demostrado interes por aprender de las mismas es capaz de evaluar y monitorear los asuntos de su responsabilidad a distancia las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Embajador(a) de Marca - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/722356/Embajador(a)-de-Marca---Santa-Cruz.html?searchId=1546400657&page=1
ROCASA S.R.L.,708684,"La Paz, Bolivia",Turismo y Hotelería ,No Declarado ,15 Febrero 2019,17 Marzo 2019,atix hotel requiere un profesional comprometido para trabajar en un proyectocontador temporalrequisitos licenciatura en contaduria publica experiencia especifica de al menos 1 ano en el area contable  experiencia en reconstrucciones contables  manejo de los programas de office conocimiento de las leyes tributarias valores y etica implacablecompetencias proactividad dinamismo habilidad numerica alto sentido de organizacion y planificacion capacidad de trabajo en equipolas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Contador(a) Temporal,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708684/Contador(a)-Temporal.html?searchId=1546400657&page=1
TRUPER,722164,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Contabilidad y Economía ",No Declarado ,15 Febrero 2019,17 Marzo 2019,encargado de creditos y cobranzas objetivo del cargoasistencia administrativa en la gestion de creditos y cobranzas al universo de clientes de la empresa funciones especifica del cargo conocimientos en la gestion de creditos y cobranzas elaboracion de informes del area actualizacion y seguimiento a las cuentas por cobrar coordinacion de trabajo con las demas areas compatibles al cargo requisitos formacion profesional en administracion de empresas finanzas contabilidad o ramas afines al cargo experiencia laboral de 2 anos en cargos similares conocimientos amplios en manejo de paquetes utilitarios word excel sistemas contables las personas interesadas enviar su hoja de vida por trabajopolisbo con fotografia actualizada indicando su pretension salarial,Encargado(a) de Créditos y Cobranzas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/722164/Encargado(a)-de-Créditos-y-Cobranzas.html?searchId=1546400657&page=1
Guayabochi srl,708695,"La Paz, Bolivia",Telecomunicaciones ,No Declarado ,15 Febrero 2019,17 Marzo 2019,empresa de servicios requiere personal para proyecto del sector de telecomunicacion asistente civilsede la paz requisitos conocimiento en supervision de radio base de telecomunicacion y obras civiles manejo de software de computacion word excel powerpoint autocad recomendable trabajo en altura enviar su hoja de vida con pretension salarial por trabajopolisbo,Asistente Civil - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708695/Asistente-Civil---La-Paz.html?searchId=1546400657&page=1
Empresa de Consumo Masivo,708670,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Ingeniería ",No Declarado ,15 Febrero 2019,17 Marzo 2019,se buscaasistente de mantenimiento vehicularsede santa cruzrequisitos formacion profesional en ing industrial mecanica automotriz o ramas afines experiencia minima de 1 ano en cargos similares conocimiento y manejo avanzado de excel power bi para elaborar informes con datos estadisticos generar reportes e indicadores cursos en mecanica automotriz principales funciones a desempenar gestion administrativa y elaboracion de informes con indicadores administracion de archivos de informes y gestion documental respectiva controlar y evaluar acciones para el cumplimiento del plan de gestion de mantenimiento vehicular soporte en compras preparacion del listado de materiales con evaluacion de proveedores implementacion de programas y apoyo en supervision del trabajolas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente de Mantenimiento Vehicular - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708670/Asistente-de-Mantenimiento-Vehicular---Santa-Cruz.html?searchId=1546400657&page=1
Empresa de Consumo Masivo,708676,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Contabilidad y Economía ",No Declarado ,15 Febrero 2019,17 Marzo 2019,se busca encargado de devolucionessede santa cruz requisitos formacion profesional en auditoria contaduria publica ing financiera ing comercial o ramas afines experiencia minima de 2 a 4 anos en cargos similares conocimiento de productos de consumo masivo buen manejo de office excel word powerpoint sap  principales funciones a desempenar gestion de devoluciones por sala registros de devoluciones registro y entrega notas de debito  credito reportes mensuales kpis las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Encargado(a) de Devoluciones - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708676/Encargado(a)-de-Devoluciones---Santa-Cruz.html?searchId=1546400657&page=1
Fundacion Pro Mujer IFD,706895,"Santa Cruz de la Sierra, Bolivia",Banca y Finanzas ,No Declarado ,15 Febrero 2019,17 Marzo 2019,encargado de agenciasede san ignaciorequisitos egresado o profesional en ciencias sociales o economicas financieras experiencia laboral minimo de 3 anos administrando cartera y mora como asesor de creditos o asociacion comunal experiencia de un ano en cargos similares conocimiento en manejo de equipos de trabajo analisis financiero crediticio manejo de paquetes computacionales gerenciales y basicos adaptabilidad al cambio contar con licencia de conducir para vehiculolas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Encargado(a) de Agencia - San Ignacio,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706895/Encargado(a)-de-Agencia---San-Ignacio.html?searchId=1546400657&page=1
Banco Fassil - Trabaje con Nosotros,722220,"El Alto, Bolivia",Banca y Finanzas ,No Declarado ,15 Febrero 2019,17 Marzo 2019,cajerosucursal el altoobjetivos del cargo procesamiento de transacciones financieras en el sistema generar reportes de movimientos diarios y cierres de cajarequisitos estudiante o egresado de carreras tecnicas o universitarias de auditoria financiera ciencias economicas y empresariales conocimientos basicos de contabilidad conocimientos de paquetes informaticos basicos windows y ms office disponibilidad de tiempo completocompetencias requeridas habilidad numerica responsabilidad honestidad orientacion al cliente capacidad de aprendizaje trabajo bajo presion atencion al detalleque ofrecemos estabilidad laboral y ambiente que prioriza la calidad de vida y fomenta el desarrollo formacion continua en nuestro centro interno de formacion integral remuneracion acorde a la responsabilidad asignadalas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Cajero(a) - El Alto,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/722220/Cajero(a)---El-Alto.html?searchId=1546400657&page=1
Banco Fassil - Trabaje con Nosotros,722219,"La Paz, Bolivia",Banca y Finanzas ,No Declarado ,15 Febrero 2019,17 Marzo 2019,cajerosucursal la pazobjetivos del cargo procesamiento de transacciones financieras en el sistema generar reportes de movimientos diarios y cierres de cajarequisitos estudiante o egresado de carreras tecnicas o universitarias de auditoria financiera ciencias economicas y empresariales conocimientos basicos de contabilidad conocimientos de paquetes informaticos basicos windows y ms office disponibilidad de tiempo completocompetencias requeridas habilidad numerica responsabilidad honestidad orientacion al cliente capacidad de aprendizaje trabajo bajo presion atencion al detalleque ofrecemos estabilidad laboral y ambiente que prioriza la calidad de vida y fomenta el desarrollo formacion continua en nuestro centro interno de formacion integral remuneracion acorde a la responsabilidad asignadalas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Cajero(a) - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/722219/Cajero(a)---La-Paz.html?searchId=1546400657&page=1
Seguros y Reaseguros,711255,"La Paz, Bolivia","Administración y Oficina,Marketing y Ventas ",No Declarado ,15 Febrero 2019,17 Marzo 2019,requiere incorporar a su equipo de trabajo de sucursal la paz a un jefe comercial individuales objetivo del cargoapoyar y colaborar a la gerencia regional en todo lo concerniente a la gestion comercial individual a traves de la captacion formacion y desarrollo de nuevos agentes de ventas para incrementar la produccion de la regional formacion y experiencia profesional en ingenieria comercial administracion de empresas o ramas afines  postgrado en el area comercial yo marketing no excluyente experiencia en seguros yo banca de por lo menos 2 anos conocimientos conocimiento de normativa aps conocimiento de ley de seguros idioma ingles manejo de office competencias liderazgo toma de decisiones manejo de equipos orientacion a resultados planificacion  organizacion  disponibilidad inmediata invitamos a quienes reunan los requisitos solicitados a enviarnos su hoja de vida actualizada con pretension salarial  por trabajopolisbo,Jefe Comercial Individuales - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711255/Jefe-Comercial-Individuales---La-Paz.html?searchId=1546400657&page=1
Seguros y Reaseguros,708692,"Tarija, Bolivia",Atención al Cliente ,No Declarado ,15 Febrero 2019,17 Marzo 2019,requiere incorporar a su equipo de trabajo de la oficina tarija a un asistente de asistencia al cliente objetivo dar soporte de manera eficiente y oportuno a los clientes de la compania cuando se presenten siniestros ademas de coordinar la atencion en talleres y la compra de repuestos y la pronta liquidacion de los siniestros  formacion y experiencia profesional en ingenieria industrial administracion de empresas lic en derecho o ramas afines experiencia previa y especifica en el puesto no menor a 1 anos no excluyente conocimientos ley de seguros  mecanica automotriz  codigo de transito  programas de office competencias organizacion trabajo en equipo orientacion a servicio del cliente resolucion de conflictos  disponibilidad inmediata invitamos a quienes reunan los requisitos solicitados a enviarnos su hoja de vida actualizada con pretension salarial  por trabajopolisbo,Asistente de Asistencia al Cliente - Tarija,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708692/Asistente-de-Asistencia-al-Cliente---Tarija.html?searchId=1546400657&page=1
IMPORTANTE EMPRESA CONSTRUCTORA,707970,"Santa Cruz de la Sierra, Bolivia","Construcción,Ingeniería ",No Declarado ,15 Febrero 2019,17 Marzo 2019,empresa constructora requiere los servicios de unespecialista social en proyectos vialessede santa cruzfunciones debera coordinar y ejecutar actividades de prevencion de violencia en razon de genero y prevencion de itsvihsida con las instancias competentes en estos temas a nivel local particularmente con el servicio legal integral municipal slim implementacion del sistema de consultas quejas e informacionrequisitos licenciatura en sociologia con titulo en provision nacional experiencia en programas de capacitacion y transversalizacion del enfoque de genero yo salud sexual y reproductiva disponibilidad para residir en el campo experiencia especifica de 2 anos en proyectos viales y general de 5 anos experiencia especifica en proyecto de desarrollo socialcompetencias trabajo en equipo responsabilidad orientacion a resultados comunicacion efectivalas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Especialista Social en Proyectos Viales - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707970/Especialista-Social-en-Proyectos-Viales---Santa-Cruz.html?searchId=1546400657&page=1
NATUREX S.R.L.,721484,"La Paz, Bolivia",Marketing y Ventas ,De Bs. 2.060 a Bs. 2.999 ,15 Febrero 2019,17 Marzo 2019,empresa dedica a la venta de insumos materia prima y maquinarias para procesos industriales requiere ejecutivo de ventas y negociossede la paz requisitos profesional en ingenieria de alimentos quimica o ramas afines en area de alimentos persona dinamica con facilidad de palabra buena presentacion personal y capacidad de trabajo en equipo conocimientos en ventas y gestion comercial de empresa a empresa habilidad en atencion al cliente negociacion y cierre de ventas  experiencia en cargos similares de 1 ano  conocimiento y manejo de office nivel intermedio contar con licencia de conducir categoria a  disponibilidad inmediata beneficios sueldo fijo estabilidad laboral retribucion acorde a su responsabilidad capacitacion permanente prestaciones de ley las personas interesadas deben enviar su curriculum vitae con pretension salarial fotografia actualizada y carta de presentacion por trabajopolisbo,Ejecutivo(a) de Ventas y Negocios - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/721484/Ejecutivo(a)-de-Ventas-y-Negocios---La-Paz.html?searchId=1546400657&page=1
Importante Empresa Comercial,722169,"Santa Cruz de la Sierra, Bolivia","Arquitectura,Ingeniería ",No Declarado ,15 Febrero 2019,17 Marzo 2019,grupo empresarial con base en la ciudad de santa cruz busca incorporar a un arquitecto o ing civil para el cargo defiscal de obras requisitos de formacion y experiencia titulado en las carreras de arquitectura o ing civil estar registrado en el colegio de profesionales correspondiente y contar con firma profesional experiencia laboral mayor de 5 anos en cargos similaresfunciones especificas fiscalizar la correcta ejecucion de los trabajos segun planos y especificaciones tecnicas verificar la correcta actuacion de la supervision y los contratistas en la ejecucion de obras fiscalizar el cumplimiento de trabajos ejecutados por contratistas segun contrato de obras controlar la calidad el plazo presupuesto especificaciones tecnicas y seguridad en las obras planificar organizar tomar decisiones para el cumplimiento adecuado de actividades de obra resolver los problemas que se presenten en los proyectos y obras verificar in situ el avance trabajos vs cronograma de obras evaluar y aprobar el informe final de supervision de obras analizar evaluar y aprobar informes planillas y certificados de avance de obra analizar evaluar y aprobar los planos as builtprogramas de computacion microsoft office autocad ms project quark acp cypecad 2016habilidades o competencias humanas liderazgo y proactividad capacidad para trabajar en equipo y bajo presion capacidad de negociacion capacidad analitica empowerment toma de decisiones habilidades interpersonales comunicacion asertiva manejo y solucion de conflictos orientacion a resultados adaptacion al cambio responsabilidad y compromisoofrecemos buen ambiente laboral oportunidad de crecimiento profesional  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Fiscal de Obras - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/722169/Fiscal-de-Obras---Santa-Cruz.html?searchId=1546400657&page=1
IPPB SRL,707968,"Santa Cruz de la Sierra, Bolivia",Informática ,Negociable ,15 Febrero 2019,17 Marzo 2019,desarrolladores java telecomunicaciones requisitos ingeniero de sistemasinformatica telecomunicaciones o ramas afines experiencia minima de 1 ano en desarrollos o implementaciones en telecomunicaciones conocimientos de arquitectura soa conocimientos de infraestructuras virtuales diseno de de base de datos y lenguaje java conocimientos linux ingles intermedio desarrollo de interfaces web y de escritorio proactividad y capacidad de trabajo bajo presion las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Desarrolladores(as) Java Telecomunicaciones,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/707968/Desarrolladores(as)-Java-Telecomunicaciones.html?searchId=1546400657&page=1
INDUSTRIAS FERROTODO LTDA.,722166,"El Alto, Bolivia",Marketing y Ventas ,Negociable ,15 Febrero 2019,17 Marzo 2019,empieza tu vida profesional y laboral en ferrotodounete al equipo comercial de industrias ferrotodo postula apasante para el area comercialsede la pazrequisitos ser estudiante de ultimos cursos de ing comercial o carreras afines disponibilidad de horario de oficina beneficios capacitacion permanente bono de transportelas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae con su carta de presentacion por trabajopolisbo,Pasante para el Área Comercial - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/722166/Pasante-para-el-Área-Comercial---La-Paz.html?searchId=1546400657&page=1
